Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1454957,-,-,-,43,-110.39,0,2469,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2018,4,14,13,30,-10.5,1.01,0.113,0.63,50,419,108,7,4,-13.600000000000001,70,1,7,71,0.312,78.23,81.96000000000001,0.9500000000000001,0.8,761,0.6000000000000001,261,1
2018,4,14,14,0,-8.9,1.02,0.111,0.63,70,592,208,7,7,-10.9,151,36,7,159,0.311,85.39,76.51,0.9500000000000001,0.8,761,0.6000000000000001,265,0.8
2018,4,14,14,30,-6.4,1.02,0.111,0.63,87,702,315,0,7,-10.9,123,549,0,301,0.311,70.38,71.04,0.9500000000000001,0.8,761,0.6000000000000001,272,0.8
2018,4,14,15,0,-3.9000000000000004,1.02,0.106,0.63,99,785,423,0,7,-6.1000000000000005,189,549,0,416,0.31,84.71000000000001,65.6,0.9500000000000001,0.8,761,0.6000000000000001,280,0.9
2018,4,14,15,30,-2.7,1.02,0.106,0.63,110,839,526,0,7,-6.1000000000000005,110,839,5,526,0.309,77.46000000000001,60.26,0.9500000000000001,0.8,761,0.6000000000000001,281,1
2018,4,14,16,0,-1.4000000000000001,1.01,0.10200000000000001,0.63,118,877,620,0,7,-3.6,299,514,0,594,0.309,85.28,55.07,0.9500000000000001,0.8,761,0.7000000000000001,282,1.1
2018,4,14,16,30,-0.8,1.01,0.10200000000000001,0.63,127,907,708,0,7,-3.6,456,228,0,602,0.308,81.61,50.11,0.96,0.8,761,0.7000000000000001,282,1.1
2018,4,14,17,0,-0.30000000000000004,0.98,0.105,0.63,136,926,785,0,7,-2.4000000000000004,478,317,0,701,0.308,85.95,45.5,0.96,0.8,761,0.7000000000000001,282,1.1
2018,4,14,17,30,0,0.98,0.105,0.63,141,943,849,0,7,-2.4000000000000004,401,565,0,826,0.308,84.10000000000001,41.36,0.96,0.8,761,0.7000000000000001,281,1.1
2018,4,14,18,0,0.30000000000000004,1.01,0.10200000000000001,0.63,144,958,899,0,7,-1.8,290,711,0,852,0.308,85.59,37.88,0.96,0.8,761,0.7000000000000001,280,1.1
2018,4,14,18,30,0.4,1.01,0.10200000000000001,0.63,146,966,935,0,7,-1.8,299,732,0,897,0.308,84.97,35.27,0.96,0.8,761,0.7000000000000001,278,1.1
2018,4,14,19,0,0.6000000000000001,1.01,0.107,0.63,151,965,954,0,7,-1.7000000000000002,348,704,0,934,0.308,84.69,33.74,0.96,0.8,761,0.7000000000000001,275,1.1
2018,4,14,19,30,0.7000000000000001,1.01,0.107,0.63,151,966,958,0,7,-1.7000000000000002,428,623,0,948,0.307,83.97,33.44,0.9500000000000001,0.8,760,0.7000000000000001,273,1.1
2018,4,14,20,0,0.8,1.01,0.101,0.63,146,969,946,0,4,-1.6,146,969,5,946,0.307,84.17,34.410000000000004,0.9500000000000001,0.8,760,0.7000000000000001,271,1
2018,4,14,20,30,0.9,1.01,0.101,0.63,144,963,918,0,4,-1.6,560,409,0,889,0.306,83.57000000000001,36.550000000000004,0.9500000000000001,0.8,760,0.7000000000000001,270,1
2018,4,14,21,0,0.9,0.99,0.109,0.63,146,945,873,0,4,-1.5,639,206,0,797,0.306,84.21000000000001,39.65,0.9500000000000001,0.8,760,0.7000000000000001,270,1
2018,4,14,21,30,0.9,0.99,0.109,0.63,140,926,811,0,4,-1.5,574,90,0,640,0.305,84.21000000000001,43.51,0.9500000000000001,0.8,760,0.8,271,0.9
2018,4,14,22,0,0.9,1.01,0.113,0.63,136,902,740,0,4,-1.4000000000000001,551,140,0,645,0.305,84.8,47.92,0.96,0.8,759,0.8,271,0.9
2018,4,14,22,30,0.7000000000000001,1.01,0.113,0.63,128,875,658,0,7,-1.4000000000000001,369,30,0,387,0.305,86.03,52.730000000000004,0.96,0.8,759,0.8,271,0.9
2018,4,14,23,0,0.6000000000000001,1.04,0.11800000000000001,0.63,120,835,565,0,7,-1.2000000000000002,260,7,0,264,0.305,87.44,57.82,0.96,0.8,759,0.8,271,0.9
2018,4,14,23,30,0.30000000000000004,1.04,0.11800000000000001,0.63,109,787,465,0,4,-1.2000000000000002,290,310,0,431,0.305,89.35000000000001,63.09,0.96,0.8,759,0.8,270,0.8
2018,4,15,0,0,0.1,1.07,0.122,0.63,94,717,357,0,7,-1.1,75,0,0,75,0.305,91.96000000000001,68.49,0.96,0.6900000000000001,759,0.8,269,0.7000000000000001
2018,4,15,0,30,-0.4,1.07,0.122,0.63,79,624,252,7,4,-1.1,78,0,7,78,0.306,95.36,73.94,0.96,0.6900000000000001,759,0.8,267,0.6000000000000001
2018,4,15,1,0,-1,1.08,0.12,0.63,60,490,150,7,4,-1.2000000000000002,50,0,7,50,0.306,98.56,79.4,0.96,0.6900000000000001,759,0.8,264,0.5
2018,4,15,1,30,-1.3,1.08,0.12,0.63,36,278,61,7,4,-1.3,5,0,7,5,0.307,100,84.79,0.96,0.6900000000000001,759,0.8,261,0.5
2018,4,15,2,0,-1.7000000000000002,1.08,0.117,0.63,0,0,0,7,7,-1.7000000000000002,0,0,7,0,0.308,100,89.88,0.96,0.6900000000000001,758,0.8,258,0.5
2018,4,15,2,30,-2,1.08,0.117,0.63,0,0,0,0,4,-2,0,0,0,0,0.309,100,95.55,0.96,0.6900000000000001,759,0.8,256,0.5
2018,4,15,3,0,-2.3000000000000003,1.07,0.115,0.63,0,0,0,0,7,-2.3000000000000003,0,0,0,0,0.31,99.98,100.65,0.9500000000000001,0.6900000000000001,759,0.8,253,0.4
2018,4,15,3,30,-2.8000000000000003,1.07,0.115,0.63,0,0,0,0,4,-2.8000000000000003,0,0,0,0,0.311,100,105.53,0.9500000000000001,0.6900000000000001,759,0.8,246,0.5
2018,4,15,4,0,-3.3000000000000003,1.07,0.111,0.63,0,0,0,0,4,-3.4000000000000004,0,0,0,0,0.312,99.02,110.13,0.9500000000000001,0.6900000000000001,759,0.8,238,0.6000000000000001
2018,4,15,4,30,-3.5,1.07,0.111,0.63,0,0,0,0,4,-3.5,0,0,0,0,0.313,100,114.37,0.9500000000000001,0.6900000000000001,758,0.8,234,0.7000000000000001
2018,4,15,5,0,-3.8000000000000003,1.08,0.107,0.63,0,0,0,0,4,-4,0,0,0,0,0.313,98.71000000000001,118.17,0.9500000000000001,0.6900000000000001,758,0.8,230,0.8
2018,4,15,5,30,-3.9000000000000004,1.08,0.107,0.63,0,0,0,0,1,-4,0,0,0,0,0.314,99.46000000000001,121.43,0.9500000000000001,0.6900000000000001,758,0.8,223,0.8
2018,4,15,6,0,-4,1.09,0.10400000000000001,0.63,0,0,0,0,1,-4.1000000000000005,0,0,0,0,0.314,98.88,124.05,0.9500000000000001,0.6900000000000001,758,0.7000000000000001,216,0.8
2018,4,15,6,30,-4.2,1.09,0.10400000000000001,0.63,0,0,0,0,4,-4.2,0,0,0,0,0.314,100,125.94,0.9500000000000001,0.6900000000000001,758,0.7000000000000001,208,0.8
2018,4,15,7,0,-4.4,1.11,0.108,0.63,0,0,0,0,4,-4.4,0,0,0,0,0.315,99.74000000000001,127,0.9500000000000001,0.6900000000000001,758,0.7000000000000001,200,0.8
2018,4,15,7,30,-4.6000000000000005,1.11,0.108,0.63,0,0,0,0,4,-4.6000000000000005,0,0,0,0,0.315,100,127.19,0.9500000000000001,0.6900000000000001,758,0.7000000000000001,192,0.8
2018,4,15,8,0,-4.800000000000001,1.1400000000000001,0.117,0.63,0,0,0,0,4,-4.800000000000001,0,0,0,0,0.315,99.88,126.49000000000001,0.96,0.6900000000000001,758,0.7000000000000001,184,0.8
2018,4,15,8,30,-4.9,1.1400000000000001,0.117,0.63,0,0,0,0,1,-4.9,0,0,0,0,0.314,100,124.95,0.96,0.6900000000000001,758,0.7000000000000001,175,0.8
2018,4,15,9,0,-5.1000000000000005,1.16,0.11900000000000001,0.63,0,0,0,0,7,-5.2,0,0,0,0,0.314,99.25,122.63,0.96,0.6900000000000001,758,0.7000000000000001,167,0.8
2018,4,15,9,30,-5.300000000000001,1.16,0.11900000000000001,0.63,0,0,0,0,7,-5.300000000000001,0,0,0,0,0.313,100,119.63,0.96,0.6900000000000001,757,0.7000000000000001,161,0.8
2018,4,15,10,0,-5.5,1.17,0.12,0.63,0,0,0,0,7,-5.7,0,0,0,0,0.313,98.85000000000001,116.04,0.96,0.6900000000000001,757,0.7000000000000001,154,0.8
2018,4,15,10,30,-5.7,1.17,0.12,0.63,0,0,0,0,4,-5.7,0,0,0,0,0.312,100,111.98,0.96,0.6900000000000001,757,0.6000000000000001,149,0.8
2018,4,15,11,0,-6,1.18,0.121,0.63,0,0,0,0,7,-6.2,0,0,0,0,0.312,98.71000000000001,107.52,0.96,0.6900000000000001,757,0.6000000000000001,145,0.7000000000000001
2018,4,15,11,30,-6.300000000000001,1.18,0.121,0.63,0,0,0,0,7,-6.300000000000001,0,0,0,0,0.312,100,102.75,0.96,0.6900000000000001,757,0.6000000000000001,143,0.7000000000000001
2018,4,15,12,0,-6.6000000000000005,1.18,0.123,0.63,0,0,0,0,7,-6.7,0,0,0,0,0.312,98.91,97.73,0.96,0.6900000000000001,757,0.6000000000000001,142,0.6000000000000001
2018,4,15,12,30,-6.300000000000001,1.18,0.123,0.63,0,0,0,0,7,-6.7,0,0,0,0,0.312,96.67,92.53,0.96,0.6900000000000001,757,0.6000000000000001,144,0.5
2018,4,15,13,0,-6,1.16,0.125,0.63,24,167,32,7,6,-6.4,17,0,7,17,0.312,97.2,87,0.96,0.6900000000000001,757,0.6000000000000001,145,0.30000000000000004
2018,4,15,13,30,-4.7,1.16,0.125,0.63,51,414,111,7,7,-6.4,49,1,7,49,0.313,87.96000000000001,81.68,0.96,0.6900000000000001,756,0.7000000000000001,144,0.4
2018,4,15,14,0,-3.4000000000000004,1.1400000000000001,0.121,0.63,71,583,210,7,7,-4.1000000000000005,99,4,7,100,0.313,95,76.23,0.96,0.6900000000000001,756,0.7000000000000001,143,0.5
2018,4,15,14,30,-2.1,1.1400000000000001,0.121,0.63,88,691,315,0,7,-4.1000000000000005,89,1,0,89,0.315,86.27,70.76,0.96,0.6900000000000001,756,0.7000000000000001,147,0.7000000000000001
2018,4,15,15,0,-0.8,1.1,0.117,0.63,100,770,422,0,7,-2.1,142,2,0,143,0.316,91.07000000000001,65.32000000000001,0.96,0.6900000000000001,756,0.7000000000000001,151,0.8
2018,4,15,15,30,0,1.1,0.117,0.63,111,824,524,0,6,-2.1,216,5,0,218,0.317,85.92,59.97,0.9500000000000001,0.6900000000000001,756,0.7000000000000001,156,0.8
2018,4,15,16,0,0.7000000000000001,1.06,0.112,0.63,119,869,620,0,6,-1.2000000000000002,274,11,0,280,0.318,87.31,54.77,0.9500000000000001,0.6900000000000001,756,0.7000000000000001,161,0.9
2018,4,15,16,30,1.1,1.06,0.112,0.63,127,899,707,0,6,-1.2000000000000002,338,11,0,345,0.32,84.84,49.800000000000004,0.9500000000000001,0.6900000000000001,756,0.7000000000000001,164,0.8
2018,4,15,17,0,1.5,1.01,0.106,0.63,131,926,784,0,6,-1,386,14,0,396,0.321,83.29,45.17,0.9500000000000001,0.6900000000000001,756,0.7000000000000001,167,0.8
2018,4,15,17,30,1.9000000000000001,1.01,0.106,0.63,135,938,843,0,6,-1,435,19,0,449,0.323,80.83,41.02,0.9500000000000001,0.6900000000000001,755,0.8,172,0.8
2018,4,15,18,0,2.3000000000000003,1.06,0.083,0.63,125,972,895,0,6,-0.9,424,11,0,433,0.324,79.22,37.53,0.9500000000000001,0.6900000000000001,755,0.8,176,0.8
2018,4,15,18,30,2.6,1.06,0.083,0.63,127,979,930,0,7,-0.9,491,22,0,509,0.326,77.55,34.910000000000004,0.9500000000000001,0.6900000000000001,755,0.8,181,0.9
2018,4,15,19,0,3,1.04,0.076,0.63,124,989,949,0,6,-0.8,542,40,0,576,0.328,75.98,33.37,0.9400000000000001,0.6900000000000001,755,0.8,186,0.9
2018,4,15,19,30,3.2,1.04,0.076,0.63,124,989,953,0,6,-0.8,556,51,0,599,0.33,74.92,33.09,0.9400000000000001,0.6900000000000001,755,0.8,189,0.9
2018,4,15,20,0,3.5,0.99,0.073,0.63,121,989,941,0,6,-0.7000000000000001,572,99,0,654,0.331,73.93,34.08,0.9400000000000001,0.6900000000000001,754,0.8,191,0.9
2018,4,15,20,30,3.6,0.99,0.073,0.63,120,984,913,0,7,-0.7000000000000001,511,348,0,792,0.333,73.41,36.24,0.9400000000000001,0.6900000000000001,754,0.8,193,0.9
2018,4,15,21,0,3.8000000000000003,0.91,0.077,0.63,120,970,869,0,4,-0.5,313,0,0,313,0.335,73.41,39.37,0.9400000000000001,0.6900000000000001,754,0.8,194,0.9
2018,4,15,21,30,3.8000000000000003,0.91,0.077,0.63,115,956,811,0,4,-0.5,382,571,0,798,0.337,73.41,43.25,0.93,0.6900000000000001,754,0.8,194,0.9
2018,4,15,22,0,3.9000000000000004,0.84,0.069,0.63,106,946,742,0,4,-0.4,378,492,0,709,0.338,73.72,47.68,0.93,0.6900000000000001,753,0.8,194,0.9
2018,4,15,22,30,3.7,0.84,0.069,0.63,100,922,661,0,4,-0.4,355,425,0,613,0.339,74.76,52.5,0.93,0.6900000000000001,753,0.8,192,0.9
2018,4,15,23,0,3.6,0.78,0.062,0.63,90,904,574,0,4,-0.2,90,904,5,574,0.339,76.15,57.61,0.93,0.6900000000000001,753,0.7000000000000001,190,0.8
2018,4,15,23,30,3.1,0.78,0.062,0.63,81,862,474,0,4,-0.2,229,533,0,472,0.338,78.89,62.89,0.92,0.6900000000000001,753,0.7000000000000001,183,0.7000000000000001
2018,4,16,0,0,2.6,0.74,0.059000000000000004,0.63,70,809,370,7,4,0.2,80,0,7,80,0.337,84.15,68.29,0.92,0.65,753,0.7000000000000001,177,0.5
2018,4,16,0,30,1.1,0.74,0.059000000000000004,0.63,60,727,263,0,1,0.2,60,727,0,263,0.337,93.66,73.75,0.92,0.65,753,0.7000000000000001,168,0.5
2018,4,16,1,0,-0.30000000000000004,0.72,0.06,0.63,47,606,161,0,1,-0.9,47,606,0,161,0.336,95.51,79.2,0.92,0.65,753,0.6000000000000001,158,0.4
2018,4,16,1,30,-1.8,0.72,0.06,0.63,30,397,68,0,1,-1.8,30,397,0,68,0.335,100,84.59,0.92,0.65,752,0.6000000000000001,151,0.4
2018,4,16,2,0,-3.2,0.72,0.06,0.63,0,0,0,0,1,-3.3000000000000003,0,0,0,0,0.335,99.35000000000001,89.7,0.92,0.65,752,0.6000000000000001,143,0.4
2018,4,16,2,30,-3.5,0.72,0.06,0.63,0,0,0,0,0,-3.5,0,0,0,0,0.335,100,95.34,0.92,0.65,752,0.6000000000000001,140,0.5
2018,4,16,3,0,-3.9000000000000004,0.73,0.059000000000000004,0.63,0,0,0,0,0,-4.2,0,0,0,0,0.336,97.58,100.43,0.92,0.65,752,0.6000000000000001,137,0.5
2018,4,16,3,30,-3.8000000000000003,0.73,0.059000000000000004,0.63,0,0,0,0,0,-4.2,0,0,0,0,0.337,96.85000000000001,105.29,0.92,0.65,752,0.6000000000000001,137,0.6000000000000001
2018,4,16,4,0,-3.6,0.76,0.057,0.63,0,0,0,0,0,-4.4,0,0,0,0,0.339,94.05,109.88,0.92,0.65,752,0.6000000000000001,138,0.6000000000000001
2018,4,16,4,30,-3.2,0.76,0.057,0.63,0,0,0,0,4,-4.4,0,0,0,0,0.342,91.16,114.10000000000001,0.92,0.65,751,0.6000000000000001,144,0.8
2018,4,16,5,0,-2.8000000000000003,0.79,0.055,0.63,0,0,0,0,1,-4.3,0,0,0,0,0.34500000000000003,89.38,117.88,0.92,0.65,751,0.6000000000000001,151,0.9
2018,4,16,5,30,-2.2,0.79,0.055,0.63,0,0,0,0,0,-4.3,0,0,0,0,0.34800000000000003,85.38,121.13,0.92,0.65,750,0.6000000000000001,156,1
2018,4,16,6,0,-1.6,0.79,0.053,0.63,0,0,0,0,0,-3.8000000000000003,0,0,0,0,0.35100000000000003,84.98,123.73,0.92,0.65,750,0.6000000000000001,160,1.2000000000000002
2018,4,16,6,30,-1.5,0.79,0.053,0.63,0,0,0,0,0,-3.8000000000000003,0,0,0,0,0.354,84.35000000000001,125.60000000000001,0.92,0.65,750,0.6000000000000001,162,1.2000000000000002
2018,4,16,7,0,-1.5,0.77,0.054,0.63,0,0,0,0,0,-3.9000000000000004,0,0,0,0,0.356,83.73,126.65,0.92,0.65,749,0.6000000000000001,163,1.2000000000000002
2018,4,16,7,30,-1.6,0.77,0.054,0.63,0,0,0,0,0,-3.9000000000000004,0,0,0,0,0.357,84.35000000000001,126.83,0.92,0.65,749,0.6000000000000001,164,1.2000000000000002
2018,4,16,8,0,-1.7000000000000002,0.75,0.059000000000000004,0.63,0,0,0,0,0,-4.1000000000000005,0,0,0,0,0.358,83.71000000000001,126.13000000000001,0.92,0.65,749,0.6000000000000001,165,1.1
2018,4,16,8,30,-1.9000000000000001,0.75,0.059000000000000004,0.63,0,0,0,0,0,-4.1000000000000005,0,0,0,0,0.358,84.95,124.59,0.92,0.65,749,0.6000000000000001,165,1.1
2018,4,16,9,0,-2.1,0.72,0.068,0.63,0,0,0,0,4,-4.5,0,0,0,0,0.357,83.86,122.28,0.92,0.65,748,0.6000000000000001,165,1
2018,4,16,9,30,-2.3000000000000003,0.72,0.068,0.63,0,0,0,0,0,-4.5,0,0,0,0,0.356,85.11,119.28,0.92,0.65,748,0.6000000000000001,166,1
2018,4,16,10,0,-2.4000000000000004,0.7000000000000001,0.073,0.63,0,0,0,0,0,-4.9,0,0,0,0,0.355,83.09,115.71000000000001,0.92,0.65,748,0.5,166,0.9
2018,4,16,10,30,-2.5,0.7000000000000001,0.073,0.63,0,0,0,0,0,-4.9,0,0,0,0,0.354,83.71000000000001,111.65,0.92,0.65,748,0.6000000000000001,168,0.9
2018,4,16,11,0,-2.6,0.6900000000000001,0.077,0.63,0,0,0,0,1,-5.2,0,0,0,0,0.354,82.39,107.21000000000001,0.92,0.65,748,0.6000000000000001,170,0.9
2018,4,16,11,30,-2.4000000000000004,0.6900000000000001,0.077,0.63,0,0,0,0,0,-5.2,0,0,0,0,0.354,81.18,102.44,0.93,0.65,748,0.6000000000000001,173,0.9
2018,4,16,12,0,-2.1,0.7000000000000001,0.08,0.63,0,0,0,0,0,-5,0,0,0,0,0.354,80.4,97.44,0.93,0.65,747,0.6000000000000001,176,1
2018,4,16,12,30,-1.5,0.7000000000000001,0.08,0.63,0,0,0,0,0,-5,0,0,0,0,0.353,76.93,92.24,0.93,0.65,747,0.6000000000000001,178,1.1
2018,4,16,13,0,-0.9,0.71,0.08,0.63,23,221,36,0,1,-4.2,23,221,0,36,0.352,78.2,86.73,0.92,0.65,747,0.6000000000000001,180,1.1
2018,4,16,13,30,0.2,0.71,0.08,0.63,45,487,118,0,1,-4.2,45,487,0,118,0.35100000000000003,72.19,81.4,0.92,0.65,747,0.6000000000000001,181,1.2000000000000002
2018,4,16,14,0,1.3,0.72,0.079,0.63,61,649,219,0,0,-2.8000000000000003,61,649,0,219,0.35000000000000003,74.18,75.95,0.92,0.65,747,0.6000000000000001,183,1.3
2018,4,16,14,30,2.3000000000000003,0.72,0.079,0.63,74,751,325,0,0,-2.8000000000000003,74,751,0,325,0.34900000000000003,69.07000000000001,70.48,0.92,0.65,747,0.6000000000000001,187,1.3
2018,4,16,15,0,3.4000000000000004,0.72,0.076,0.63,83,826,432,0,0,-1.7000000000000002,83,826,0,432,0.34800000000000003,69.41,65.03,0.92,0.65,747,0.6000000000000001,190,1.4000000000000001
2018,4,16,15,30,4.3,0.72,0.076,0.63,92,875,534,0,0,-1.7000000000000002,92,875,0,534,0.34700000000000003,65.07000000000001,59.68,0.92,0.65,746,0.6000000000000001,193,1.5
2018,4,16,16,0,5.2,0.72,0.073,0.63,98,915,630,0,0,-1,98,915,0,630,0.34600000000000003,64.11,54.47,0.92,0.65,746,0.6000000000000001,196,1.6
2018,4,16,16,30,5.800000000000001,0.72,0.073,0.63,105,942,717,0,0,-1,105,942,0,717,0.34600000000000003,61.51,49.49,0.92,0.65,746,0.6000000000000001,200,1.8
2018,4,16,17,0,6.5,0.73,0.07,0.63,108,966,793,7,4,-1.5,364,594,7,784,0.34600000000000003,56.79,44.85,0.92,0.65,746,0.6000000000000001,203,1.9000000000000001
2018,4,16,17,30,6.800000000000001,0.73,0.07,0.63,113,981,856,0,7,-1.5,113,981,5,856,0.34700000000000003,55.64,40.69,0.92,0.65,746,0.6000000000000001,204,2
2018,4,16,18,0,7.1000000000000005,0.71,0.076,0.63,120,985,905,0,0,-1.8,120,985,0,905,0.34800000000000003,53.17,37.18,0.92,0.65,746,0.6000000000000001,204,2
2018,4,16,18,30,7.4,0.71,0.076,0.63,123,992,940,0,0,-1.8,123,992,0,940,0.35000000000000003,52.02,34.550000000000004,0.93,0.65,745,0.6000000000000001,205,2.1
2018,4,16,19,0,7.6000000000000005,0.76,0.078,0.63,125,995,959,0,0,-1.9000000000000001,125,995,0,959,0.352,51.03,33.02,0.93,0.65,745,0.6000000000000001,206,2.2
2018,4,16,19,30,7.6000000000000005,0.76,0.078,0.63,125,995,963,0,0,-1.9000000000000001,125,995,0,963,0.355,51.03,32.74,0.93,0.65,745,0.6000000000000001,208,2.2
2018,4,16,20,0,7.6000000000000005,0.8,0.085,0.63,128,981,944,0,0,-1.7000000000000002,128,981,0,944,0.357,51.620000000000005,33.74,0.93,0.65,745,0.7000000000000001,210,2.2
2018,4,16,20,30,7.300000000000001,0.8,0.085,0.63,127,975,917,0,0,-1.7000000000000002,127,975,0,917,0.358,52.69,35.93,0.9400000000000001,0.65,745,0.7000000000000001,214,2
2018,4,16,21,0,7,0.84,0.092,0.63,127,955,868,0,0,-1.1,127,955,0,868,0.359,56.4,39.09,0.9400000000000001,0.65,745,0.8,218,1.8
2018,4,16,21,30,6.6000000000000005,0.84,0.092,0.63,124,941,812,0,0,-1.1,124,941,0,812,0.36,57.89,42.99,0.9500000000000001,0.65,744,0.8,225,1.6
2018,4,16,22,0,6.1000000000000005,0.86,0.10300000000000001,0.63,124,911,740,0,4,-0.5,353,573,0,740,0.36,62.620000000000005,47.44,0.9500000000000001,0.65,744,0.8,233,1.4000000000000001
2018,4,16,22,30,5.300000000000001,0.86,0.10300000000000001,0.63,117,885,659,0,4,-0.5,381,376,0,611,0.36,66.18,52.28,0.9500000000000001,0.65,744,0.8,241,1.3
2018,4,16,23,0,4.5,0.86,0.10400000000000001,0.63,109,844,564,0,4,-0.2,109,844,5,564,0.361,71.48,57.4,0.9500000000000001,0.65,745,0.9,248,1.2000000000000002
2018,4,16,23,30,3.4000000000000004,0.86,0.10400000000000001,0.63,100,798,466,0,4,-0.2,276,327,0,426,0.362,77.21000000000001,62.690000000000005,0.9500000000000001,0.65,745,0.9,258,1.1
2018,4,17,0,0,2.3000000000000003,0.87,0.106,0.63,91,732,364,0,4,-0.5,210,385,0,354,0.363,81.89,68.1,0.9500000000000001,0.76,745,0.9,267,1
2018,4,17,0,30,0.9,0.87,0.106,0.63,77,647,260,0,1,-0.5,77,647,0,260,0.364,90.51,73.55,0.9500000000000001,0.76,745,0.8,279,0.9
2018,4,17,1,0,-0.5,0.88,0.10200000000000001,0.63,58,521,158,0,1,-1.5,58,521,0,158,0.365,92.9,79.01,0.9500000000000001,0.76,745,0.8,290,0.8
2018,4,17,1,30,-1.7000000000000002,0.88,0.10200000000000001,0.63,36,313,67,0,1,-1.7000000000000002,36,313,0,67,0.367,100,84.4,0.9500000000000001,0.76,745,0.8,298,0.8
2018,4,17,2,0,-2.9000000000000004,0.87,0.089,0.63,0,0,0,7,4,-3.2,0,0,7,0,0.368,97.55,89.52,0.9400000000000001,0.76,746,0.7000000000000001,306,0.8
2018,4,17,2,30,-3.5,0.87,0.089,0.63,0,0,0,0,0,-3.5,0,0,0,0,0.371,100,95.13,0.9400000000000001,0.76,746,0.7000000000000001,310,0.8
2018,4,17,3,0,-4.1000000000000005,0.85,0.083,0.63,0,0,0,0,1,-4.6000000000000005,0,0,0,0,0.374,96.53,100.21000000000001,0.9400000000000001,0.76,746,0.7000000000000001,313,0.8
2018,4,17,3,30,-4.4,0.85,0.083,0.63,0,0,0,0,1,-4.6000000000000005,0,0,0,0,0.378,98.73,105.06,0.9400000000000001,0.76,746,0.7000000000000001,315,0.8
2018,4,17,4,0,-4.7,0.86,0.088,0.63,0,0,0,0,1,-5.5,0,0,0,0,0.382,93.84,109.63,0.9400000000000001,0.76,745,0.7000000000000001,316,0.8
2018,4,17,4,30,-4.9,0.86,0.088,0.63,0,0,0,0,4,-5.5,0,0,0,0,0.387,95.27,113.84,0.9400000000000001,0.76,745,0.7000000000000001,317,0.8
2018,4,17,5,0,-5.1000000000000005,0.89,0.115,0.63,0,0,0,0,8,-6.2,0,0,0,0,0.391,91.66,117.60000000000001,0.9500000000000001,0.76,745,0.7000000000000001,317,0.7000000000000001
2018,4,17,5,30,-5,0.89,0.115,0.63,0,0,0,0,7,-6.2,0,0,0,0,0.394,90.97,120.83,0.9500000000000001,0.76,745,0.7000000000000001,318,0.7000000000000001
2018,4,17,6,0,-4.9,0.9,0.153,0.63,0,0,0,0,7,-6.7,0,0,0,0,0.397,87.25,123.41,0.96,0.76,745,0.7000000000000001,320,0.7000000000000001
2018,4,17,6,30,-5,0.9,0.153,0.63,0,0,0,0,6,-6.7,0,0,0,0,0.399,87.8,125.26,0.96,0.76,744,0.7000000000000001,319,0.7000000000000001
2018,4,17,7,0,-5,0.88,0.168,0.63,0,0,0,0,7,-7,0,0,0,0,0.401,85.8,126.3,0.96,0.76,744,0.7000000000000001,319,0.7000000000000001
2018,4,17,7,30,-5,0.88,0.168,0.63,0,0,0,0,7,-7,0,0,0,0,0.402,85.8,126.47,0.96,0.76,744,0.7000000000000001,316,0.7000000000000001
2018,4,17,8,0,-5.1000000000000005,0.86,0.16,0.63,0,0,0,0,7,-7.2,0,0,0,0,0.404,84.94,125.77,0.96,0.76,744,0.7000000000000001,312,0.8
2018,4,17,8,30,-5.2,0.86,0.16,0.63,0,0,0,0,7,-7.2,0,0,0,0,0.406,85.58,124.24000000000001,0.96,0.76,744,0.6000000000000001,308,0.8
2018,4,17,9,0,-5.2,0.86,0.14400000000000002,0.63,0,0,0,0,7,-7.4,0,0,0,0,0.40800000000000003,84.52,121.93,0.96,0.76,744,0.6000000000000001,305,0.9
